category,goods_code,title,venue,start_date,end_date,price_info,booking_percent,rank,booking_url,image_url,ai_tags,crawled_at
클래식/음악회,26012039,양인모 ＆ 헬싱키 필하모닉 오케스트라 : 2026월드오케스트라페스티벌 - 대구,대구콘서트하우스 그랜드홀,2026-10-20,2026-10-20,6,0.7%,25,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012039,//ticketimage.interpark.com/Play/image/large/26/26012039_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26011035,"클래식 마스터피스 시리즈, 그랜드필하모닉오케스트라＆백건우",삼척문화예술회관 대공연장,2026-08-28,2026-08-28,3,0.7%,25,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011035,//ticketimage.interpark.com/Play/image/large/26/26011035_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26007373,재패니메이션 영화음악 콘서트: UNSTOPPABLE 2026 광주 OPEN,광주예술의전당 대극장,2026-09-06,2026-09-06,6,0.6%,27,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007373,//ticketimage.interpark.com/Play/image/large/26/26007373_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26011259,비발디 사계 - 그림자극 - 하남,하남문화예술회관 대극장(검단홀),2026-09-19,2026-09-19,3,0.6%,27,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011259,//ticketimage.interpark.com/Play/image/large/26/26011259_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26001653,국립오페라단 정기공연 오페라 〈돈 카를로스〉,예술의전당 오페라극장,2026-12-03,2026-12-06,6,0.6%,29,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26001653,//ticketimage.interpark.com/Play/image/large/26/26001653_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26008470,지브리＆디즈니 영화음악 오케스트라 콘서트 - 2026 고양 앙코르,고양아람누리 아람음악당,2026-11-08,2026-11-08,6,0.6%,29,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008470,//ticketimage.interpark.com/Play/image/large/26/26008470_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26012143,한수진 ＆ 잉글리시 체임버 오케스트라 - 인천,아트센터인천 콘서트홀,2026-10-25,2026-10-25,4,0.6%,29,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012143,//ticketimage.interpark.com/Play/image/large/26/26012143_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26011162,서울시립교향악단과 함께하는 가을음악회 - 구미,구미문화예술회관 대공연장,2026-09-12,2026-09-12,4,0.6%,29,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011162,//ticketimage.interpark.com/Play/image/large/26/26011162_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26009966,손민수 피아노 리사이틀,예술의전당 콘서트홀,2026-10-27,2026-10-27,6,0.6%,33,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009966,//ticketimage.interpark.com/Play/image/large/26/26009966_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26010101,KBS교향악단과 함께하는 제10회 여수음악제 - 특별연주회Ⅰ〈라포엠의 Love Rhapsody〉,GS칼텍스 예울마루 대극장,2026-08-30,2026-08-30,4,0.6%,33,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010101,//ticketimage.interpark.com/Play/image/large/26/26010101_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26008052,2026 예술의전당 국제음악제 - 아나스타샤 코베키나 첼로 리사이틀,예술의전당 IBK기업은행챔버홀,2026-08-22,2026-08-22,3,0.6%,33,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008052,//ticketimage.interpark.com/Play/image/large/26/26008052_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26012211,"2026 클래식시리즈Ⅳ 〈클래식, 현대 낭만을 담다〉",성남아트리움 대극장,2026-10-24,2026-10-24,3,0.6%,33,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012211,//ticketimage.interpark.com/Play/image/large/26/26012211_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26010306,화성시 예술단 「마스터피스 Ⅳ : 동화의 세계」 - 화성,화성예술의전당 동탄아트홀,2026-11-27,2026-11-27,2,0.6%,33,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010306,//ticketimage.interpark.com/Play/image/large/26/26010306_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26012004,2026 퀸 엘리자베스 콩쿠르 위너스 콘서트 in 노원,노원문화예술회관 대공연장,2026-09-15,2026-09-15,3,0.5%,38,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012004,//ticketimage.interpark.com/Play/image/large/26/26012004_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26010780,지브리 발레 FESTA,예술의전당 콘서트홀,2026-10-10,2026-10-10,6,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010780,//ticketimage.interpark.com/Play/image/large/26/26010780_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26011322,나 홀로 집에 인 콘서트,예술의전당 콘서트홀,2026-12-13,2026-12-13,6,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011322,//ticketimage.interpark.com/Play/image/large/26/26011322_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26008550,지브리＆디즈니 영화음악 오케스트라 콘서트 - 광주 앙코르 (9/13),광주예술의전당 대극장,2026-09-13,2026-09-13,5,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008550,//ticketimage.interpark.com/Play/image/large/26/26008550_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26007157,재패니메이션 영화음악 콘서트: UNSTOPPABLE 2026 인천 OPEN,아트센터인천 콘서트홀,2026-08-30,2026-08-30,4,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007157,//ticketimage.interpark.com/Play/image/large/26/26007157_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26000880,함신익과 심포니 송 마스터즈 시리즈 Ⅷ 〈송년음악회 “합창교향곡”〉,예술의전당 콘서트홀,2026-12-29,2026-12-29,4,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26000880,//ticketimage.interpark.com/Play/image/large/26/26000880_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26012175,예술의전당 토요콘서트 - 프리뷰 베토벤(12월),예술의전당 콘서트홀,2026-12-19,2026-12-19,3,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012175,//ticketimage.interpark.com/Play/image/large/26/26012175_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26010317,제23회 대구국제오페라축제 〈마술피리〉 - 대구,수성아트피아 대극장,2026-10-16,2026-10-17,2,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010317,//ticketimage.interpark.com/Play/image/large/26/26010317_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26009761,브라스라떼와 음악여행,성남아트센터 앙상블시어터,2026-08-22,2026-08-22,2,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009761,//ticketimage.interpark.com/Play/image/large/26/26009761_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26011159,신카이 마코토 하이라이트 필름 콘서트,롯데콘서트홀,2026-09-27,2026-09-27,6,0.5%,47,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011159,//ticketimage.interpark.com/Play/image/large/26/26011159_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26007592,헐리우드 블록버스터＆디즈니 픽사 영화음악 FESTA - 성남,성남아트센터 콘서트홀,2026-10-24,2026-10-24,5,0.5%,47,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007592,//ticketimage.interpark.com/Play/image/large/26/26007592_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26008730,2026년 〈토요키즈클래식〉 (하반기) - 용인,용인포은아트홀,2026-09-19,2026-11-28,2,0.5%,47,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008730,//ticketimage.interpark.com/Play/image/large/26/26008730_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
클래식/음악회,26010230,비킹구르 올라프손 피아노 리사이틀,예술의전당 콘서트홀,2026-11-01,2026-11-01,6,0.4%,50,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010230,//ticketimage.interpark.com/Play/image/large/26/26010230_p.gif,family:0.5;couple:0.95;single:0.9;클래식/음악회;인터파크실시간,2026-08-22 23:33:02
전시/행사,26010709,［얼리버드］ 스페인 미술 500년: 빛과 어둠의 연대기,예술의전당 한가람디자인미술관,2026-09-22,2026-11-29,10,23.6%,1,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010709,//ticketimage.interpark.com/Play/image/large/26/26010709_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26006222,"인상주의를 넘어: 르누아르, 드가, 고흐, 마티스, 피카소","세종문화회관 미술관 1,2관",2026-05-28,2026-08-23,9,10.4%,2,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006222,//ticketimage.interpark.com/Play/image/large/26/26006222_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26005868,［단독 10%할인］ 키크니 특별전 : 그렸고 그런사이,동대문디자인플라자 뮤지엄 전시 1관,2026-04-25,2026-09-06,9,9.1%,3,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26005868,//ticketimage.interpark.com/Play/image/large/26/26005868_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010853,［입장권］ 2026 송도맥주축제: 환상의 나라 비어랜드(일자지정),송도달빛축제공원,2026-08-22,2026-08-30,7,5%,4,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010853,//ticketimage.interpark.com/Play/image/large/26/26010853_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010389,［얼리버드］ 브래드 월스 사진전,그라운드시소 용산,2026-09-11,2027-03-01,7,3.9%,5,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010389,//ticketimage.interpark.com/Play/image/large/26/26010389_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26009468,스튜디오 지브리展 in Jeju,제주 동화마을 아트센터,2026-07-11,2027-07-11,8,3.6%,6,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009468,//ticketimage.interpark.com/Play/image/large/26/26009468_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26008798,아기상어 비밀 초대장: 비커밍 샤크,동대문디자인플라자 전시 2관,2026-06-18,2026-12-19,7,3.1%,7,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008798,//ticketimage.interpark.com/Play/image/large/26/26008798_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26006230,［굿바이 30%］ 페르난도 보테로전,예술의전당 한가람디자인미술관,2026-04-24,2026-08-30,7,3%,8,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006230,//ticketimage.interpark.com/Play/image/large/26/26006230_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26009282,［HYBE INSIGHT］ 투모로우바이투게더 전시 ＇LAYERS OF US＇,더 서울라이티움,2026-08-13,2026-09-06,8,1.6%,9,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009282,//ticketimage.interpark.com/Play/image/large/26/26009282_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010009,［얼리버드］ 현대카드 컬처프로젝트31 웨인티보 전,동대문디자인플라자 뮤지엄,2026-09-19,2026-12-18,5,1.5%,10,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010009,//ticketimage.interpark.com/Play/image/large/26/26010009_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26003427,［종료 특가 40%］ 맥스 시덴토프 개인전,그라운드시소 센트럴,2026-03-27,2026-08-30,5,1.4%,11,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26003427,//ticketimage.interpark.com/Play/image/large/26/26003427_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26012257,［NOL 특별할인］ 뱅크시: Still Here,더현대서울 6층 ALT.1,2026-08-21,2026-09-30,6,1.4%,12,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012257,//ticketimage.interpark.com/Play/image/large/26/26012257_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26009680,［여름특가 30% 할인］ 와일드스미스 그림책 원화展,예술의전당 서예박물관,2026-07-07,2026-10-16,6,1.4%,13,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009680,//ticketimage.interpark.com/Play/image/large/26/26009680_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010339,개그콘서트_제14회 부산국제코미디페스티벌,영화의전당 하늘연극장,2026-08-22,2026-08-22,6,1.3%,14,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010339,//ticketimage.interpark.com/Play/image/large/26/26010339_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26012184,윤형근의 집 Yun Hyong-keun House,윤형근의 집,2026-09-01,2026-10-17,6,1.2%,15,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012184,//ticketimage.interpark.com/Play/image/large/26/26012184_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26012196,용인어린이상상의숲 요리조리스튜디오 〈상상파티시엘2〉,용인어린이상상의숲 요리조리스튜디오,2026-09-11,2026-12-27,4,1.1%,16,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012196,//ticketimage.interpark.com/Play/image/large/26/26012196_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26007155,［북촌］2026년 7월~8월_어둠속의대화(DIALOGUE IN THE DARK),북촌 어둠속의대화,2010-01-20,2026-08-31,7,1.1%,17,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007155,//ticketimage.interpark.com/Play/image/large/26/26007155_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26011839,"［얼리버드］ 인상파, 찬란한 순간들 - 광주",ACC 국립아시아문화전당,2026-09-23,2027-02-21,3,1%,18,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011839,//ticketimage.interpark.com/Play/image/large/26/26011839_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26006746,［8월 맞이 ~25%］ 울트라백화점 부산 : 텍스트 쇼핑 클럽,"부산 영도 피아크 전시장 2F,3F",2026-07-17,2026-11-01,4,0.9%,19,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006746,//ticketimage.interpark.com/Play/image/large/26/26006746_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26001243,〈인상파의 밤 : 파리 1874 / 쿠푸왕의 피라미드〉,전쟁기념관 특별전시실,2026-03-17,2026-09-30,6,0.8%,20,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26001243,//ticketimage.interpark.com/Play/image/large/26/26001243_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26008108,［청주］ 앙리마티스와 파리의 화가들,"문화제조창 본관 3층 한국공예관 갤러리 3,5관",2026-07-16,2026-10-25,4,0.8%,21,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008108,//ticketimage.interpark.com/Play/image/large/26/26008108_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26007685,앤디 워홀: 예술을 팔다 - 대구,대구문화예술회관 미술관,2026-07-03,2026-10-25,4,0.7%,22,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007685,//ticketimage.interpark.com/Play/image/large/26/26007685_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26007895,2026부산비엔날레,부산현대미술관 외 2곳,2026-08-29,2026-11-01,3,0.7%,22,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007895,//ticketimage.interpark.com/Play/image/large/26/26007895_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26000742,대구간송미술관 상설전시,대구간송미술관,2026-01-27,2026-08-30,2,0.7%,24,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26000742,//ticketimage.interpark.com/Play/image/large/26/26000742_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26009071,［여름특가40%］ 전주 앤서니브라운展,한국소리문화의전당 전시장,2026-06-20,2026-09-20,3,0.7%,25,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009071,//ticketimage.interpark.com/Play/image/large/26/26009071_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26006321,성률 기획전 여름을 닮은 우리,그라운드시소 한남,2026-04-30,2026-09-27,4,0.7%,26,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006321,//ticketimage.interpark.com/Play/image/large/26/26006321_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26007603,［사전예매］ 제16회 광주비엔날레,광주비엔날레 전시관,2026-09-05,2026-11-15,4,0.7%,26,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007603,//ticketimage.interpark.com/Play/image/large/26/26007603_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010388,［개막특가］ 조은 원화전: 오늘의 정원,그라운드시소 이스트,2026-07-17,2026-11-29,4,0.7%,28,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010388,//ticketimage.interpark.com/Play/image/large/26/26010388_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26011993,［얼리버드］PEACH-PIT 25주년 기념 특별전,대원뮤지엄 팝콘D스퀘어,2026-10-24,2026-11-29,6,0.6%,29,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011993,//ticketimage.interpark.com/Play/image/large/26/26011993_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26012044,가우디: 서울에서 다시 태어나다,신사하우스,2026-08-01,2026-10-31,5,0.6%,29,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012044,//ticketimage.interpark.com/Play/image/large/26/26012044_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26011491,"［굿바이취향］ 취향가옥2:Art in Life, Life in Art2",디뮤지엄,2026-08-11,2026-09-20,1,0.6%,29,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011491,//ticketimage.interpark.com/Play/image/large/26/26011491_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26011852,2026 제29회 부천국제만화축제 얼리버드 티켓,한국만화박물관 일대,2026-09-18,2026-09-20,1,0.6%,32,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011852,//ticketimage.interpark.com/Play/image/large/26/26011852_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010707,［뱅크시특별전］ 뱅크시 : Still Here,더현대서울 6층 ALT.1,2026-07-22,2026-11-03,4,0.5%,33,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010707,//ticketimage.interpark.com/Play/image/large/26/26010707_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26009667,대전 국제 와인 EXPO 2026 입장권,대전컨벤션센터 제2전시장,2026-11-06,2026-11-08,3,0.5%,33,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009667,//ticketimage.interpark.com/Play/image/large/26/26009667_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,25013044,［사전예매 3차］2026 여수세계섬박람회 보통권/가족권,여수 돌산 진모지구/개도/금오도/여수세계박람회,2026-09-05,2026-11-04,3,0.5%,33,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=25013044,//ticketimage.interpark.com/Play/image/large/25/25013044_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26007894,［상시관람］ 진격의 거인展 FINAL,DUEX(덕스)홍대,2026-06-22,2026-11-01,4,0.5%,36,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007894,//ticketimage.interpark.com/Play/image/large/26/26007894_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010325,옹알스_제14회 부산국제코미디페스티벌,부산 신세계센텀시티(백화점) 9층 문화홀,2026-08-30,2026-08-30,4,0.5%,36,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010325,//ticketimage.interpark.com/Play/image/large/26/26010325_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010702,"［얼리버드40%할인］ 봉주르, 장자크 상페",마이아트뮤지엄 원그로브점,2026-09-10,2026-10-18,3,0.5%,36,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010702,//ticketimage.interpark.com/Play/image/large/26/26010702_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010353,갈갈이개그콘서트:레전드의귀환_제14회 부산국제코미디페스티벌,영화의전당 하늘연극장,2026-08-23,2026-08-23,4,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010353,//ticketimage.interpark.com/Play/image/large/26/26010353_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26012210,2026 커먼낭만주막,커먼그라운드,2026-09-04,2026-09-06,2,0.5%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012210,//ticketimage.interpark.com/Play/image/large/26/26012210_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
