category,goods_code,title,venue,start_date,end_date,price_info,booking_percent,rank,booking_url,image_url,ai_tags,crawled_at
전시/행사,26008615,고스트 바둑왕 원화전,대원뮤지엄 팝콘D스퀘어,2026-06-27,2026-08-23,4,0.5%,41,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008615,//ticketimage.interpark.com/Play/image/large/26/26008615_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26007353,내셔널지오그래픽 특별기획 OCEAN 가장 거대한 기록,충무아트센터 갤러리,2026-06-06,2026-10-11,3,0.5%,41,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007353,//ticketimage.interpark.com/Play/image/large/26/26007353_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26002980,［굿바이40%할인］ 마리 로랑생 회고전,마이아트뮤지엄,2026-04-10,2026-08-23,3,0.5%,41,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26002980,//ticketimage.interpark.com/Play/image/large/26/26002980_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26011790,대구간송미술관 특별전 〈겸재 정선〉,대구간송미술관,2026-09-16,2026-12-27,2,0.5%,41,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011790,//ticketimage.interpark.com/Play/image/large/26/26011790_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26011351,모나밸리 국제아트페어 2026 - 아산,복합문화공간 모나밸리,2026-08-20,2026-08-23,3,0.4%,45,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011351,//ticketimage.interpark.com/Play/image/large/26/26011351_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010582,"백제문화전당 상설전시 〈빛으로 잇는 시간, 백제〉",백제문화전당 비단뜰 전시장,2026-08-01,2026-12-31,2,0.4%,46,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010582,//ticketimage.interpark.com/Play/image/large/26/26010582_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010061,［VIP］ 2026 송도맥주축제: 환상의 나라 비어랜드,송도달빛축제공원,2026-08-22,2026-08-30,8,0.4%,47,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010061,//ticketimage.interpark.com/Play/image/large/26/26010061_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26007635,［여름특가］ 마르크 샤갈 특별전 대구,대구예술발전소,2026-06-30,2026-10-11,3,0.4%,47,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007635,//ticketimage.interpark.com/Play/image/large/26/26007635_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26010308,더블_제14회 부산국제코미디페스티벌,KT&G 상상마당 부산 라이브홀,2026-08-22,2026-08-23,3,0.4%,49,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010308,//ticketimage.interpark.com/Play/image/large/26/26010308_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
전시/행사,26009895,자비 솔라 특별전,예술의전당 서예박물관,2026-07-10,2026-10-17,2,0.4%,49,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009895,//ticketimage.interpark.com/Play/image/large/26/26009895_p.gif,family:0.7;couple:0.95;single:0.6;전시/행사;인터파크실시간,2026-08-22 23:33:03
가족/어린이/아동,26010948,키자니아GO - 현대백화점 충청점,현대백화점 충청점 7층 문화홀,2026-08-14,2026-09-06,6,13.7%,1,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010948,//ticketimage.interpark.com/Play/image/large/26/26010948_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26006254,송승환의 가족뮤지컬 〈더 스토리 오브 언더더씨〉 - 서울,올림픽공원 우리금융아트홀,2026-07-10,2026-08-23,8,6.1%,2,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006254,//ticketimage.interpark.com/Play/image/large/26/26006254_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26010215,용인어린이상상의숲 공연놀이터 〈매직컬 피노키오〉 - 용인,용인어린이상상의숲 공연놀이터,2026-08-22,2026-09-06,6,5.4%,3,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010215,//ticketimage.interpark.com/Play/image/large/26/26010215_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26005128,뮤지컬 〈할머니의 여름휴가 : 씨씨상점〉,국립중앙박물관 극장 용,2026-07-04,2026-08-30,6,3.2%,4,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26005128,//ticketimage.interpark.com/Play/image/large/26/26005128_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,25002679,뮤지컬 〈알사탕〉 - 서울숲,서울숲 씨어터 1관,2025-03-29,2026-08-30,6,3%,5,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=25002679,//ticketimage.interpark.com/Play/image/large/25/25002679_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26011355,가족뮤지컬 〈넘버블록스〉 - 서울앵콜,한전아트센터,2026-09-19,2026-09-20,6,2.8%,6,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011355,//ticketimage.interpark.com/Play/image/large/26/26011355_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26011029,［관객 20만돌파기념 슈퍼위크］ 베베핀 뮤지컬 〈두근두근 새친구〉 - 극장 용,국립중앙박물관 극장 용,2026-09-04,2026-09-06,6,2.6%,7,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011029,//ticketimage.interpark.com/Play/image/large/26/26011029_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26010483,［성남］ 라이브 시트콤 뮤지컬 〈인싸가족〉,성남아트센터 오페라하우스,2026-09-19,2026-09-20,6,2.1%,8,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010483,//ticketimage.interpark.com/Play/image/large/26/26010483_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,24002778,시간을 파는 상점,파랑씨어터,2024-03-15,2026-09-27,4,2.1%,8,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=24002778,//ticketimage.interpark.com/Play/image/large/24/24002778_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009221,"뮤지컬 멜로우TV 〈Run it up, 팀 나빠〉 - 수원",경기아트센터 대극장,2026-08-29,2026-08-30,6,2%,10,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009221,//ticketimage.interpark.com/Play/image/large/26/26009221_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009716,쇼뮤지컬 〈프린세스 캐치! 티니핑〉 - 창원,창원 3.15아트센터 대극장,2026-09-05,2026-09-06,6,2%,10,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009716,//ticketimage.interpark.com/Play/image/large/26/26009716_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26001516,뮤지컬 〈장수탕 선녀님〉 - 서울어린이대공원,서울어린이대공원 아트센터,2026-03-14,2026-11-29,6,2%,10,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26001516,//ticketimage.interpark.com/Play/image/large/26/26001516_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26008900,브레드이발소 : 여름방학 특별전 in 한남,블루스퀘어 NEMO,2026-07-16,2026-09-06,4,2%,10,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008900,//ticketimage.interpark.com/Play/image/large/26/26008900_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26011415,"뮤지컬 멜로우TV 〈Run it up, 팀 나빠〉 - 오산",오산문화예술회관 대공연장,2026-10-03,2026-10-04,6,1.8%,14,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011415,//ticketimage.interpark.com/Play/image/large/26/26011415_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26010704,2026 뮤지컬 〈숲속 100층짜리 집〉 - 부산,KBS부산홀,2026-10-03,2026-10-04,6,1.8%,14,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010704,//ticketimage.interpark.com/Play/image/large/26/26010704_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009286,뮤지컬 최고다 호기심딱지 시즌4 〈우리 몸은 우리가 지킨다!〉 - 천안,천안시성환문화회관 대공연장,2026-09-19,2026-09-20,6,1.7%,16,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009286,//ticketimage.interpark.com/Play/image/large/26/26009286_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26011987,밀러의 마법학교 - 현대백화점 킨텍스점,현대백화점 킨텍스점 9층 문화홀,2026-08-21,2026-08-30,2,1.5%,17,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011987,//ticketimage.interpark.com/Play/image/large/26/26011987_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26012142,베베핀 뮤지컬 〈두근두근 새친구〉 - 수원,수원SK아트리움 대공연장,2026-10-10,2026-10-11,5,1.4%,18,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26012142,//ticketimage.interpark.com/Play/image/large/26/26012142_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26006268,"에바 알머슨의 프리미엄 가족 뮤지컬〈리나, 슈퍼히어로〉",한전아트센터,2026-07-10,2026-08-23,5,1.3%,19,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006268,//ticketimage.interpark.com/Play/image/large/26/26006268_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26010335,쇼뮤지컬 〈프린세스 캐치! 티니핑〉 - 능동,티켓링크 1975 씨어터 (구 어린이회관 문화관),2026-09-24,2026-09-27,4,1.3%,20,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010335,//ticketimage.interpark.com/Play/image/large/26/26010335_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009727,쇼뮤지컬 〈프린세스 캐치! 티니핑〉 - 춘천,강원대학교 백령아트센터,2026-09-12,2026-09-13,4,1.2%,21,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009727,//ticketimage.interpark.com/Play/image/large/26/26009727_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009675,가족뮤지컬 〈넘버블록스〉 - 경주앵콜,경주예술의전당 대공연장(화랑홀),2026-09-05,2026-09-06,4,1.1%,22,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009675,//ticketimage.interpark.com/Play/image/large/26/26009675_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26008586,2026 뮤지컬 〈숲속 100층짜리 집〉 - 성남,성남아트리움 대극장,2026-09-05,2026-09-06,4,1.1%,22,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008586,//ticketimage.interpark.com/Play/image/large/26/26008586_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26008178,뮤지컬 최고다 호기심딱지 시즌4 〈우리 몸은 우리가 지킨다!〉 - 용인,용인포은아트홀,2026-09-05,2026-09-06,4,1.1%,24,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008178,//ticketimage.interpark.com/Play/image/large/26/26008178_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,25015122,아주아주 배고픈 애벌레 쇼 - 영어,NOL씨어터 합정 ABL생명홀,2025-11-21,2026-09-27,4,1%,25,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=25015122,//ticketimage.interpark.com/Play/image/large/25/25015122_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26008406,2026 베스트셀러 뮤지컬 〈누가 내 머리에 똥 쌌어？〉 - 과천,국립과천과학관 어울림홀,2026-08-22,2026-08-30,3,1%,25,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008406,//ticketimage.interpark.com/Play/image/large/26/26008406_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009893,쇼뮤지컬 〈프린세스 캐치! 티니핑〉 - 전주,한국소리문화의전당 모악당,2026-10-10,2026-10-11,4,0.8%,27,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009893,//ticketimage.interpark.com/Play/image/large/26/26009893_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009574,베베핀 뮤지컬 〈두근두근 새친구〉 - 대전,대전한밭대학교 아트홀,2026-08-22,2026-08-23,4,0.8%,27,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009574,//ticketimage.interpark.com/Play/image/large/26/26009574_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009677,가족뮤지컬 〈넘버블록스〉 - 울산앵콜,HD아트센터 대공연장,2026-10-03,2026-10-04,3,0.8%,27,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009677,//ticketimage.interpark.com/Play/image/large/26/26009677_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009927,가족뮤지컬 〈코밈〉 - 서울,JTBC스튜디오일산,2026-10-03,2026-10-11,4,0.7%,30,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009927,//ticketimage.interpark.com/Play/image/large/26/26009927_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26008642,싱어롱뮤지컬 브레드이발소 〈브레드와 윌크의 세계여행〉 - 인천,인천문화예술회관 소공연장,2026-08-22,2026-08-23,3,0.7%,30,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008642,//ticketimage.interpark.com/Play/image/large/26/26008642_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26007627,뮤지컬 〈AI세계에서 살아남기〉 - 서울숲,서울숲 씨어터 2관,2026-07-28,2026-12-31,3,0.7%,30,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007627,//ticketimage.interpark.com/Play/image/large/26/26007627_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26011062,"뮤지컬 ［EBEN ; 다윗, 무기를 든 소년］",비유아트홀,2026-08-27,2026-08-30,2,0.7%,30,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011062,//ticketimage.interpark.com/Play/image/large/26/26011062_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26010751,〈왕관을 찾아서: 진묘수와 시간의 문〉 - 공주,백제문화전당 고마홀,2026-08-29,2026-11-07,2,0.7%,30,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010751,//ticketimage.interpark.com/Play/image/large/26/26010751_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009847,꼬마별이 만든 보물성 - 수원,정조테마공연장,2026-11-21,2026-11-21,2,0.7%,30,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009847,//ticketimage.interpark.com/Play/image/large/26/26009847_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26010315,강아지똥,강북문화예술회관 강북소나무홀,2026-08-29,2026-08-29,2,0.7%,30,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010315,//ticketimage.interpark.com/Play/image/large/26/26010315_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26007774,뮤지컬 〈장수탕 선녀님〉 - 부산,부산시민회관 대극장,2026-11-21,2026-11-21,3,0.6%,37,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007774,//ticketimage.interpark.com/Play/image/large/26/26007774_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26008029,뮤지컬 〈드라랄라 치과〉,아이들극장,2026-08-07,2026-08-30,3,0.6%,37,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008029,//ticketimage.interpark.com/Play/image/large/26/26008029_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009576,"뮤지컬 멜로우TV 〈Run it up, 팀 나빠〉 - 강릉",강원대학교 강릉캠퍼스 해람문화관,2026-09-19,2026-09-19,3,0.6%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009576,//ticketimage.interpark.com/Play/image/large/26/26009576_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,24017470,대학로 연극 〈 급식왕 - 급식이사라졌다 〉,스케치홀,2024-12-14,2026-10-03,2,0.6%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=24017470,//ticketimage.interpark.com/Play/image/large/24/24017470_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26011031,매직퍼포먼스 〈홀릭〉 - 인천,인천어린이과학관 공연장,2026-08-17,2026-09-27,2,0.6%,39,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011031,//ticketimage.interpark.com/Play/image/large/26/26011031_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26007624,송승환의 가족뮤지컬 〈더 스토리 오브 언더더씨〉 - 고양,고양어울림누리 어울림극장,2026-11-21,2026-11-22,3,0.5%,42,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007624,//ticketimage.interpark.com/Play/image/large/26/26007624_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26010555,［광주］ 라이브 시트콤 뮤지컬 〈인싸가족〉,광주5.18기념문화센터 민주홀,2026-10-24,2026-10-25,3,0.5%,42,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010555,//ticketimage.interpark.com/Play/image/large/26/26010555_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26009045,이머시브 뮤지컬 〈고래밥 - 바다 대운동회〉 - 부산,KBS부산홀,2026-08-22,2026-08-23,3,0.5%,42,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009045,//ticketimage.interpark.com/Play/image/large/26/26009045_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26008923,싱어롱뮤지컬 브레드이발소 〈브레드와 윌크의 세계여행〉 - 창원,창원 성산아트홀 소극장,2026-09-05,2026-09-06,2,0.5%,42,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008923,//ticketimage.interpark.com/Play/image/large/26/26008923_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26010587,가족뮤지컬 누가 내 머리에 똥 쌌어？ - 서울 노원,노원구민의전당 (구.노원구민회관),2026-09-19,2026-09-19,2,0.5%,42,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010587,//ticketimage.interpark.com/Play/image/large/26/26010587_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26011971,어린이 전통극 〈도깨비 방귀〉 - 남양주,어린이비전센터 4층 다목적 강당,2026-09-19,2026-09-19,1,0.5%,42,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26011971,//ticketimage.interpark.com/Play/image/large/26/26011971_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26010668,2026 뮤지컬 〈숲속 100층짜리 집〉 - 대전,대전 우송예술회관,2026-10-31,2026-11-01,2,0.4%,48,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010668,//ticketimage.interpark.com/Play/image/large/26/26010668_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,26007254,송승환의 가족뮤지컬 〈더 스토리 오브 언더더씨〉 - 부산,소향씨어터 우리은행홀,2026-09-05,2026-09-06,2,0.4%,48,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007254,//ticketimage.interpark.com/Play/image/large/26/26007254_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
가족/어린이/아동,25000704,［항공우주박물관］ 뮤지컬〈수도SONG 세계여행〉 - 고양,한국항공대학교 투데이아트홀,2025-02-15,2026-09-30,2,0.4%,48,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=25000704,//ticketimage.interpark.com/Play/image/large/25/25000704_p.gif,family:0.5;couple:0.6;single:0.6;가족/어린이/아동;인터파크실시간,2026-08-22 23:33:04
