source_site,category,place_or_event_name,target_age,region,fee_info,description,booking_url,theme_tags,congestion_score,popularity_score,ai_tags,start_date,end_date,crawled_at
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,서울형키즈카페 역삼1동점,영유아 및 어린이 (0세~7세),"서울 강남구 언주로107길 4 | 위도:37.507777193804, 경도:127.03882769363",,서울형키즈카페 · 서울 강남구 언주로107길 4,http://place.map.kakao.com/743107685,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,서울형키즈카페 강남구대치1동점,영유아 및 어린이 (0세~7세),"서울 강남구 남부순환로391길 25 | 위도:37.4935287346336, 경도:127.056560283658",,서울형키즈카페 · 서울 강남구 남부순환로391길 25,http://place.map.kakao.com/497512013,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,강남구육아종합지원센터 대치점,영유아 및 어린이 (0세~7세),"서울 강남구 영동대로65길 11 | 위도:37.5018511624652, 경도:127.065598119687",,육아종합지원센터 · 서울 강남구 영동대로65길 11,http://place.map.kakao.com/12503120,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,강남구육아종합지원센터,영유아 및 어린이 (0세~7세),"서울 강남구 삼성로72길 7 | 위도:37.5026255239312, 경도:127.059754121793",,육아종합지원센터 · 서울 강남구 삼성로72길 7,http://place.map.kakao.com/25449432,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,강남구육아종합지원센터 삼성점,영유아 및 어린이 (0세~7세),"서울 강남구 봉은사로82길 23 | 위도:37.511793508043525, 경도:127.05553008208504",,육아종합지원센터 · 서울 강남구 봉은사로82길 23,http://place.map.kakao.com/12427804,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,강남구육아종합지원센터 도곡점,영유아 및 어린이 (0세~7세),"서울 강남구 도곡로18길 57 | 위도:37.488297387241865, 경도:127.03897590979248",,육아종합지원센터 · 서울 강남구 도곡로18길 57,http://place.map.kakao.com/25782585,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,강남구육아종합지원센터 수서점,영유아 및 어린이 (0세~7세),"서울 강남구 자곡로11길 11 | 위도:37.4771654592482, 경도:127.107323287894",,육아종합지원센터 · 서울 강남구 자곡로11길 11,http://place.map.kakao.com/1098614414,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,강남구육아종합지원센터 세곡점,영유아 및 어린이 (0세~7세),"서울 강남구 밤고개로 286 | 위도:37.4690567482037, 경도:127.106907000556",,육아종합지원센터 · 서울 강남구 밤고개로 286,http://place.map.kakao.com/307209384,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,강남구육아종합지원센터 논현점,영유아 및 어린이 (0세~7세),"서울 강남구 학동로43길 17 | 위도:37.51738687929131, 경도:127.03735085449428",,육아종합지원센터 · 서울 강남구 학동로43길 17,http://place.map.kakao.com/12389484,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,공동육아나눔터 개포점,영유아 및 어린이 (0세~7세),"서울 강남구 개포로 617-8 | 위도:37.4940446768251, 경도:127.077754242677",,아동복지시설 · 서울 강남구 개포로 617-8,http://place.map.kakao.com/1549314153,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강남구,공공키즈카페/실내놀이터,강남구공동육아나눔터 수서점,영유아 및 어린이 (0세~7세),"서울 강남구 자곡로11길 28 | 위도:37.47923631365068, 경도:127.10695315719835",,아동복지시설 · 서울 강남구 자곡로11길 28,http://place.map.kakao.com/1311516670,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강남구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강동구,공공키즈카페/실내놀이터,서울형키즈카페 강동구성내2동점,영유아 및 어린이 (0세~7세),"서울 강동구 천호대로162길 70 | 위도:37.53377179248952, 경도:127.1274641689014",,서울형키즈카페 · 서울 강동구 천호대로162길 70,http://place.map.kakao.com/1905353272,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강동구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강동구,공공키즈카페/실내놀이터,서울형 키즈카페 강동구 상일2동점,영유아 및 어린이 (0세~7세),"서울 강동구 상일로12길 95 | 위도:37.5566902852837, 경도:127.172338659013",,서울형키즈카페 · 서울 강동구 상일로12길 95,http://place.map.kakao.com/1796273347,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강동구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강동구,공공키즈카페/실내놀이터,서울형 키즈카페 강동구 고덕2동점,영유아 및 어린이 (0세~7세),"서울 강동구 고덕로 353 | 위도:37.557683244852214, 경도:127.16472076448565",,서울형키즈카페 · 서울 강동구 고덕로 353,http://place.map.kakao.com/454095157,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강동구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강동구,공공키즈카페/실내놀이터,서울형 키즈카페 강동구 암사1동점,영유아 및 어린이 (0세~7세),"서울 강동구 올림픽로98길 15 | 위도:37.5513576513214, 경도:127.128976600763",,서울형키즈카페 · 서울 강동구 올림픽로98길 15,http://place.map.kakao.com/1005600161,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강동구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강동구,공공키즈카페/실내놀이터,서울형 키즈카페 강동구상일2동2호점,영유아 및 어린이 (0세~7세),"서울 강동구 고덕로98길 71 | 위도:37.5551646458075, 경도:127.179759280784",,서울형키즈카페 · 서울 강동구 고덕로98길 71,http://place.map.kakao.com/739675288,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강동구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강동구,공공키즈카페/실내놀이터,서울형 키즈카페 강동구 성내1동점,영유아 및 어린이 (0세~7세),"서울 강동구 성내로6길 16 | 위도:37.5291630951155, 경도:127.122428670511",,서울형키즈카페 · 서울 강동구 성내로6길 16,http://place.map.kakao.com/673680114,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강동구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강동구,공공키즈카페/실내놀이터,희망장난감도서관 길동점,영유아 및 어린이 (0세~7세),"서울 강동구 천중로52길 50 | 위도:37.5386441070755, 경도:127.1434308386",,장난감대여 · 서울 강동구 천중로52길 50,http://place.map.kakao.com/27389230,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강동구;장난감대여,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강동구,공공키즈카페/실내놀이터,어린이장난감도서관 강일점,영유아 및 어린이 (0세~7세),"서울 강동구 상일로12길 95 | 위도:37.55673084320022, 경도:127.1723296984053",,장난감대여 · 서울 강동구 상일로12길 95,http://place.map.kakao.com/425893639,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강동구;장난감대여,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강북구,공공키즈카페/실내놀이터,서울형키즈카페 강북구 번3동점,영유아 및 어린이 (0세~7세),"서울 강북구 오현로 208 | 위도:37.6291966595542, 경도:127.042881805553",,서울형키즈카페 · 서울 강북구 오현로 208,http://place.map.kakao.com/915229718,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강북구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강북구,공공키즈카페/실내놀이터,서울형키즈카페 강북구송천동점,영유아 및 어린이 (0세~7세),"서울 강북구 삼양로 220 | 위도:37.623497843095, 경도:127.019189029727",,서울형키즈카페 · 서울 강북구 삼양로 220,http://place.map.kakao.com/1878680924,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강북구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강북구,공공키즈카페/실내놀이터,강북구 육아종합지원센터,영유아 및 어린이 (0세~7세),"서울 강북구 인수봉로66길 9 | 위도:37.6404778129196, 경도:127.012576546573",,육아종합지원센터 · 서울 강북구 인수봉로66길 9,http://place.map.kakao.com/26313935,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강북구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강북구,공공키즈카페/실내놀이터,미아공동육아방,영유아 및 어린이 (0세~7세),"서울 강북구 덕릉로30길 49 | 위도:37.6324136120413, 경도:127.025956999317",,육아종합지원센터 · 서울 강북구 덕릉로30길 49,http://place.map.kakao.com/967503934,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강북구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강북구,공공키즈카페/실내놀이터,인수동 공동육아나눔터,영유아 및 어린이 (0세~7세),"서울 강북구 인수봉로78길 24 | 위도:37.6441610620979, 경도:127.01233808804",,아동복지시설 · 서울 강북구 인수봉로78길 24,http://place.map.kakao.com/987229982,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강북구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강북구,공공키즈카페/실내놀이터,번1동 공동육아나눔터,영유아 및 어린이 (0세~7세),"서울 강북구 한천로129길 6 | 위도:37.6377123152724, 경도:127.029740730425",,아동복지시설 · 서울 강북구 한천로129길 6,http://place.map.kakao.com/54241472,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강북구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강북구,공공키즈카페/실내놀이터,수유1동 공동육아나눔터,영유아 및 어린이 (0세~7세),"서울 강북구 수유로12길 63 | 위도:37.6320873689385, 경도:127.021943039593",,아동복지시설 · 서울 강북구 수유로12길 63,http://place.map.kakao.com/1816187718,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강북구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강북구,공공키즈카페/실내놀이터,번3동 공동육아나눔터,영유아 및 어린이 (0세~7세),"서울 강북구 오현로 208 | 위도:37.6293859007679, 경도:127.042787887421",,아동복지시설 · 서울 강북구 오현로 208,http://place.map.kakao.com/1453374320,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강북구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,서울형키즈카페 화곡3동점,영유아 및 어린이 (0세~7세),"서울 강서구 강서로 231 | 위도:37.5461568023968, 경도:126.835937161167",,서울형키즈카페 · 서울 강서구 강서로 231,http://place.map.kakao.com/649359063,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,서울형키즈카페 강서구 발산1동점,영유아 및 어린이 (0세~7세),"서울 강서구 수명로2길 50 | 위도:37.5494406472954, 경도:126.82628385174",,서울형키즈카페 · 서울 강서구 수명로2길 50,http://place.map.kakao.com/1085020982,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,서울형키즈카페 화곡4동점,영유아 및 어린이 (0세~7세),"서울 강서구 곰달래로53길 80 | 위도:37.5348954838869, 경도:126.857674951829",,서울형키즈카페 · 서울 강서구 곰달래로53길 80,http://place.map.kakao.com/1788934475,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,서울형키즈카페 강서4호점,영유아 및 어린이 (0세~7세),"서울 강서구 화곡로63길 19 | 위도:37.5572138746291, 경도:126.851625135207",,서울형키즈카페 · 서울 강서구 화곡로63길 19,http://place.map.kakao.com/1743627561,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,서울형키즈카페 시립서울식물원점,영유아 및 어린이 (0세~7세),"서울 강서구 마곡동로 161 | 위도:37.56995292458318, 경도:126.83522505134651",,서울형키즈카페 · 서울 강서구 마곡동로 161,http://place.map.kakao.com/1091273887,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,시립강서거점형키움센터 서울형 키즈카페 시립화곡점,영유아 및 어린이 (0세~7세),"서울 강서구 화곡로31나길 35 | 위도:37.545352210751, 경도:126.838551742154",,아동복지시설 · 서울 강서구 화곡로31나길 35,http://place.map.kakao.com/1478782841,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,서울 강서구 육아종합지원센터,영유아 및 어린이 (0세~7세),"서울 강서구 수명로2길 50 | 위도:37.549429828703, 경도:126.826279350283",,육아종합지원센터 · 서울 강서구 수명로2길 50,http://place.map.kakao.com/27262166,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,서울강서구육아종합지원센터 강서공동육아방1호점,영유아 및 어린이 (0세~7세),"서울 강서구 수명로2길 50 | 위도:37.5494127514281, 경도:126.826307680942",,아동복지시설 · 서울 강서구 수명로2길 50,http://place.map.kakao.com/923502514,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,강서구 공동육아나눔터 1호점,영유아 및 어린이 (0세~7세),"서울 강서구 공항대로 302 | 위도:37.5578420789138, 경도:126.841390436516",,아동복지시설 · 서울 강서구 공항대로 302,http://place.map.kakao.com/532159244,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,강서구 공동육아나눔터 2호점,영유아 및 어린이 (0세~7세),"서울 강서구 화곡로54길 43 | 위도:37.550158979430506, 경도:126.85155537898821",,아동복지시설 · 서울 강서구 화곡로54길 43,http://place.map.kakao.com/989056090,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,장난감도서관 3호점,영유아 및 어린이 (0세~7세),"서울 강서구 화곡로54길 43 | 위도:37.5501724730204, 경도:126.851538377435",,장난감대여 · 서울 강서구 화곡로54길 43,http://place.map.kakao.com/1565911267,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;장난감대여,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,강서장난감도서관 화곡1동점,영유아 및 어린이 (0세~7세),"서울 강서구 가로공원로80길 40 | 위도:37.53550193501356, 경도:126.83946681043034",,장난감대여 · 서울 강서구 가로공원로80길 40,http://place.map.kakao.com/1066274338,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;장난감대여,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 강서구,공공키즈카페/실내놀이터,등촌7종합사회복지관 신세계이마트 희망장난감도서관,영유아 및 어린이 (0세~7세),"서울 강서구 공항대로43길 104 | 위도:37.5602572452981, 경도:126.850755532842",,장난감대여 · 서울 강서구 공항대로43길 104,http://place.map.kakao.com/26840223,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;강서구;장난감대여,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,서울형키즈카페 관악구 행운동점,영유아 및 어린이 (0세~7세),"서울 관악구 행운1마길 29 | 위도:37.4826225586907, 경도:126.955159046831",,서울형키즈카페 · 서울 관악구 행운1마길 29,http://place.map.kakao.com/1788836339,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,서울형키즈카페 관악구 난향동점,영유아 및 어린이 (0세~7세),"서울 관악구 난곡로9길 29-2 | 위도:37.46397883525392, 경도:126.91814207128353",,서울형키즈카페 · 서울 관악구 난곡로9길 29-2,http://place.map.kakao.com/67831757,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,서울형키즈카페 관악구은천동점,영유아 및 어린이 (0세~7세),"서울 관악구 국회단지4길 32 | 위도:37.4869865186612, 경도:126.941586909151",,서울형키즈카페 · 서울 관악구 국회단지4길 32,http://place.map.kakao.com/51875394,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,서울형키즈카페 난곡동점,영유아 및 어린이 (0세~7세),"서울 관악구 난곡로24가길 53 | 위도:37.4694353811717, 경도:126.923557689458",,서울형키즈카페 · 서울 관악구 난곡로24가길 53,http://place.map.kakao.com/974869458,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,서울형키즈카페 관악구신사동점,영유아 및 어린이 (0세~7세),"서울 관악구 남부순환로 1491 | 위도:37.4824645421795, 경도:126.916405609886",,서울형키즈카페 · 서울 관악구 남부순환로 1491,http://place.map.kakao.com/1312012584,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,서울형키즈카페 보라매동점,영유아 및 어린이 (0세~7세),"서울 관악구 봉천로23길 6 | 위도:37.4867211279296, 경도:126.935442914566",,서울형키즈카페 · 서울 관악구 봉천로23길 6,http://place.map.kakao.com/67696600,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,관악구 육아종합지원센터,영유아 및 어린이 (0세~7세),"서울 관악구 남부순환로 1491 | 위도:37.48246273697131, 경도:126.91640108937008",,육아종합지원센터 · 서울 관악구 남부순환로 1491,http://place.map.kakao.com/22925957,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,관악구 육아종합지원센터 신원관,영유아 및 어린이 (0세~7세),"서울 관악구 신원로3길 20-3 | 위도:37.482071750565, 경도:126.927382161538",,육아종합지원센터 · 서울 관악구 신원로3길 20-3,http://place.map.kakao.com/1449516853,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,관악구 육아종합지원센터 난향점,영유아 및 어린이 (0세~7세),"서울 관악구 난곡로 78 | 위도:37.4624568844314, 경도:126.919244672131",,육아종합지원센터 · 서울 관악구 난곡로 78,http://place.map.kakao.com/27370681,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,관악구육아종합지원센터 놀이체험실 꿈자람터,영유아 및 어린이 (0세~7세),"서울 관악구 남부순환로 1491 | 위도:37.4824689968084, 경도:126.91633437513",,놀이시설 · 서울 관악구 남부순환로 1491,http://place.map.kakao.com/1228422676,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;놀이시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 관악구,공공키즈카페/실내놀이터,공동육아나눔터 은천점,영유아 및 어린이 (0세~7세),"서울 관악구 은천로9길 20 | 위도:37.487066385682, 경도:126.940937824554",,아동복지시설 · 서울 관악구 은천로9길 20,http://place.map.kakao.com/1515662765,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;관악구;아동복지시설,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 광진구,공공키즈카페/실내놀이터,서울형키즈카페 시립뚝섬자벌레점,영유아 및 어린이 (0세~7세),"서울 광진구 강변북로 2202 | 위도:37.5299347062835, 경도:127.065301403287",,서울형키즈카페 · 서울 광진구 강변북로 2202,http://place.map.kakao.com/1743006922,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;광진구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 광진구,공공키즈카페/실내놀이터,서울형키즈카페 자양4동1호점 꾸미팡팡놀이터,영유아 및 어린이 (0세~7세),"서울 광진구 능동로 87 | 위도:37.5391215370546, 경도:127.069633955877",,서울형키즈카페 · 서울 광진구 능동로 87,http://place.map.kakao.com/151347175,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;광진구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 광진구,공공키즈카페/실내놀이터,서울형키즈카페 시립팔각당점,영유아 및 어린이 (0세~7세),"서울 광진구 능동로 216 | 위도:37.549867596187184, 경도:127.08246892942326",,서울형키즈카페 · 서울 광진구 능동로 216,http://place.map.kakao.com/1525792857,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;광진구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 광진구,공공키즈카페/실내놀이터,서울형키즈카페 중곡3동점,영유아 및 어린이 (0세~7세),"서울 광진구 능동로 400 | 위도:37.5650579024613, 경도:127.084457404725",,서울형키즈카페 · 서울 광진구 능동로 400,http://place.map.kakao.com/431804300,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;광진구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 광진구,공공키즈카페/실내놀이터,서울형키즈카페 자양4동2호점 꾸미팡팡놀이터,영유아 및 어린이 (0세~7세),"서울 광진구 능동로 87 | 위도:37.5391215370546, 경도:127.069633955877",,서울형키즈카페 · 서울 광진구 능동로 87,http://place.map.kakao.com/1366983982,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;광진구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 광진구,공공키즈카페/실내놀이터,서울형키즈카페 시립 서울상상나라점,영유아 및 어린이 (0세~7세),"서울 광진구 능동로 216 | 위도:37.5508124444417, 경도:127.077592501997",,서울형키즈카페 · 서울 광진구 능동로 216,http://place.map.kakao.com/1077861142,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;광진구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 광진구,공공키즈카페/실내놀이터,서울형키즈카페 시립아리수나라점,영유아 및 어린이 (0세~7세),"서울 광진구 능동로 216 | 위도:37.5513467374377, 경도:127.077590792545",,서울형키즈카페 · 서울 광진구 능동로 216,http://place.map.kakao.com/423340845,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;광진구;서울형키즈카페,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 광진구,공공키즈카페/실내놀이터,광진구 육아종합지원센터,영유아 및 어린이 (0세~7세),"서울 광진구 능동로 400 | 위도:37.565579474928285, 경도:127.0846028750481",,육아종합지원센터 · 서울 광진구 능동로 400,http://place.map.kakao.com/27369850,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;광진구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
카카오 로컬 | 공공육아 | 서울 광진구,공공키즈카페/실내놀이터,꾸미팡팡 공동육아방 1호점,영유아 및 어린이 (0세~7세),"서울 광진구 천호대로122길 30 | 위도:37.5522878761659, 경도:127.087207699978",,육아종합지원센터 · 서울 광진구 천호대로122길 30,http://place.map.kakao.com/1851882865,toddler:1.0;indoor:1.0;public:1.0,,,family:1.0;baby:1.0;public:1.0;광진구;육아종합지원센터,상시,상시,2026-08-23 18:54:57
