source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
팝가(Popga) | 팝업스토어,팝업스토어,야이바 팝업,2026-08-12 ~ 2026-08-30,전연령,"서울 마포구 양화로 178-5 | 위도:37.5576896349, 경도:126.925430561",,검객을 꿈꾸는 소년 야이바의 모험을 그린 애니메이션 〈YAIBA〉 한국 팝업스토어가 팬베이스 홍대점에 오픈해요 ⚔️,https://www.instagram.com/p/DbSl-0XAUg3/,홍대:1.0;야이바 팝업:1.0;YAIBA 팝업:1.0;팬베이스 홍대점:1.0;홍대 팝업:1.0;마포 팝업:1.0;용검전설:1.0;애니메이션:1.0;캐릭터 굿즈:1.0;홍대/신촌:1.0;사전 예약:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:6;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;애니메이션/웹툰:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,틴더 패스포트 라운지,2026-08-21 ~ 2026-08-23,19세 이상,"서울 성동구 연무장7길 16 | 위도:37.5439485, 경도:127.0550987",,"틴더 패스포트 라운지는 원하는 나라, 도시의 현지인과 새롭게 인연을 시작할 수 있는 '틴더 패스포트'를 체험하는 팝업스토어입니다. 단 3일간 성수에서 열리는 이번 팝업은 다양한 국가의 현지인들과 연결되는 이색 체험과 300만원 여행 상품권을 포함한 푸짐한 선물들이 준비되어 있어요. 지구 어딘가에 있을 당신만의 특별한 인연, '틴더 패스포트'에서 만나 보세요! [네이버 플레이스 사전 예약 혜택] -패스트 트랙 이용을 통한 빠른 팝업 입장 가능 -여행 중 도난을 방지해 주는 '트래블 스트랩' 증정(선착순 1,000명) [네이버 플레이스…",https://www.instagram.com/tinderkorea/,성수:1.0;틴더:1.0;Tinder:1.0;성수 팝업:1.0;성수 이벤트:1.0;틴더 패스포트 라운지:1.0;couple_score:0.3;couple_signal_soft:1.0;adult_only:1.0;pick_count:50;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,엔터테인먼트:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,카린 X 타쿠 반나이 특별전 - Moments on the Road,2026-07-17 ~ 2026-10-15,전연령,"서울 성동구 연무장9길 7 | 위도:37.5429523072, 경도:127.0557351365",,"길 위에서 마주한 장면들 스쳐 지나가는 풍경은 사라져도 그 순간의 감정은 오래 남습니다. 도시의 거리와 낯선 풍경, 잠시 머물렀던 시간들 🖤 CARIN의 26SS 시즌 테마 'Road Trip'​이 하나의 전시로 찾아 왔습니다.",https://www.instagram.com/p/DaxIe02CSfr/,성수:1.0;성수 전시:1.0;성수 특별전:1.0;성수 팝업:1.0;카린:1.0;CARIN:1.0;𝖳𝖠𝖪𝖴 𝖡𝖠𝖭𝖭𝖠𝖨:1.0;타쿠 반나이:1.0;패션:1.0;숄더백:1.0;아트워크:1.0;pick_count:18;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,몽레브 팝업,2026-07-24 ~ 2026-08-20,전연령,"서울 강남구 압구정로 343 | 위도:37.5284754434, 경도:127.0400526718",,"몽레브(Monreve)는 '나의 꿈'이라는 뜻의 프랑스어에서 유래한 감성 키즈 및 리빙 브랜드로, 아이들이 행복한 꿈을 꾸길 바라는 마음을 담아 탄생했습니다! 👼 다양한 제품을 갤러리아에서 만나보세요! 😍",https://www.instagram.com/p/DbDoamFJx9z/,강남:1.0;강남 팝업:1.0;강남/서초:1.0;압구정 팝업:1.0;압구정 볼거리:1.0;키즈의류:1.0;키즈 브랜드:1.0;몽레브:1.0;갤러리아 백화점:1.0;키즈:1.0;monrevebedding:1.0;couple_score:0.3;couple_signal_soft:1.0;family_oriented:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,키즈/반려동물:1.0;패밀리/키즈:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,마호에 팝업,2026-08-03 ~ 2026-08-09,전연령,"서울 마포구 성미산로27길 69 | 위도:37.5663372729, 경도:126.9201408448",,"MAHÖE(마호에)는 인도네시아 여러 지역의 생활과 문화 속에서 만들어진 직물, 그리고 세계 각지의 수공예품을 직접 선별하여 소개하는 브랜드입니다. 🇮🇩 지역 고유의 삶이 담긴 물건들을 살펴보며, 당신의 공간과 일상에 오래 두고 함께할 수 있는 가치를 찾아 제안합니다. 🥰",https://www.instagram.com/p/DbQBt1olCyo/,홍대:1.0;홍대 팝업:1.0;홍대/신촌:1.0;연남동:1.0;연남동 볼거리:1.0;연남동 팝업:1.0;라이프스타일:1.0;리빙:1.0;마호에:1.0;MAHÖE:1.0;수공예품:1.0;패브릭:1.0;빈티지러그:1.0;couple_score:0.2;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;리빙/인테리어:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,노브랜드버거 X 카스 팝업,2026-07-22 ~ 2026-08-23,전연령,"서울 강남구 영동대로 513 | 위도:37.5119945646, 경도:127.0589743606",,"코엑스에 찾아온 버맥 맛집, 현장을 소개합니다! 💼🍺 올여름을 더욱 시원하게 만들어줄 특별한 콜라보가 찾아옵니다. 🌊 점심시간에도, 퇴근 후에도 든든한 버거와 시원한 카스제로로 완벽한 버맥 타임을 즐겨보세요!",https://www.instagram.com/p/DbIkv-4idTd/,강남:1.0;강남 팝업:1.0;노브랜드버거:1.0;카스:1.0;F&B:1.0;체험형 팝업:1.0;nobrandburger:1.0;cass:1.0;팝업행사:1.0;카스제로:1.0;버맥:1.0;버맥타임:1.0;어메이징버맥집:1.0;어메이징홈캉스:1.0;코엑스 놀거리:1.0;강남 데이트:1.0;강남/서초:1.0;코엑스:1.0;couple_score:2.2;couple_signal_strong:1.0;pick_count:7;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;식사/레스토랑:1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,노브랜드버거 X 카스 팝업,2026-07-22 ~ 2026-08-23,전연령,"서울 성동구 성수일로 56 | 위도:37.5453609031, 경도:127.0504242701",,맛잘알 PICK! 버맥 타임 🍔🍺 노브랜드 버거 X 카스제로 올여름을 더욱 시원하게 만들어줄 특별한 콜라보가 찾아옵니다. 🌊,https://www.instagram.com/p/DbHgWJ1Ces6/,성수:1.0;성수 팝업:1.0;노브랜드버거:1.0;카스:1.0;F&B:1.0;체험형 팝업:1.0;포토존:1.0;nobrandburger:1.0;cass:1.0;팝업행사:1.0;카스제로:1.0;버맥:1.0;버맥타임:1.0;어메이징버맥집:1.0;어메이징홈캉스:1.0;성수 놀거리:1.0;성수 데이트:1.0;couple_score:2.2;couple_signal_strong:1.0;pick_count:57;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;식사/레스토랑:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,바자하우스 전시 - 하퍼스 바자,2026-08-07 ~ 2026-08-08,전연령,"서울 용산구 이태원로49길 37 | 위도:37.5372100413, 경도:126.9983650433",,창간 30주년을 맞은 <하퍼스 바자> 코리아가 준비한 특별한 공간에 여러분을 초대합니다 💌 2일간 한남동에서 펼쳐지는 바자하우스 곳곳을 둘러보며 바자가 기록해온 이야기를 경험해 보세요 🏠,https://www.instagram.com/p/DbPX-F9Eij5/,용산:1.0;용산 팝업:1.0;체험형 팝업:1.0;사전 예약:1.0;포토존:1.0;이태원:1.0;이태원 전시:1.0;용산 전시:1.0;바자하우스:1.0;하퍼스 바자:1.0;harpersbazaarkorea:1.0;couple_score:0.9;couple_signal_soft:1.0;pick_count:15;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;엔터테인먼트:1.0;여행/취미/여가:1.0;도서/음반:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,현대카드 알파벳카드 팝업,2026-07-21 ~ 2026-09-13,전연령,"서울 용산구 이태원로 248 | 위도:37.5368105458, 경도:127.0008661264",,"ALPHABET FOR LIFE, ALPHABET CARD 오늘부터 알파벳카드로 세상을 가득 채울거야 🔠 얼른 놀러와서 알파벳으로 같이 놀자 🧲 오직 이 기간 동안만 구매할 수 있는 아이템이 가득한 굿즈 존을 만나보세요! 🛍️",https://www.instagram.com/p/DbDHdK2IN1I/,용산:1.0;용산 팝업:1.0;이태원:1.0;이태원 팝업:1.0;현대카드:1.0;현대카드 팝업:1.0;알파벳카드:1.0;알파벳카드 팝업:1.0;pick_count:4;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,디지털/테크:1.0;금융/재테크:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,점프샵 팝업,2026-09-23 ~ 2026-10-06,전연령,"서울 서초구 신반포로 176 | 위도:37.5051615702, 경도:127.0043485953",,"일본 공식 굿즈 매장 점프샵(JUMP SHOP)이 다시 서울에 기간 한정 팝업으로 찾아옵니다! 🎉 🏴‍☠️ ONE PIECE, 🏐 하이큐!!, 👊 주술회전, 🔥 가정교사 히트맨 리본!, 🍥 나루토, ⚔️ 블리치 등 인기 점프 작품들의 공식 원작 굿즈를 한자리에서 만나보세요",https://x.com/smg_comic/status/2081560207646441942,강남:1.0;점프샵:1.0;JUMP SHOP:1.0;신세계백화점 강남점:1.0;강남 팝업:1.0;애니메이션:1.0;굿즈:1.0;원피스:1.0;사카모토 데이즈:1.0;푸른 상자:1.0;카구라바치:1.0;헌터헌터:1.0;드래곤볼:1.0;나루토:1.0;블리치:1.0;은혼:1.0;가정교사히트맨리본:1.0;하이큐:1.0;나의히어로아카데미아:1.0;주술회전:1.0;괴수8호:1.0;신테니스의왕자:1.0;강남/서초:1.0;couple_score:0.5;couple_signal_soft:1.0;pick_count:76;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;캐릭터:1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,부산국제불교박람회,2026-08-06 ~ 2026-08-09,전연령,"부산 해운대구 APEC로 55 | 위도:35.1690637155, 경도:129.1360182683",,"Busan International Buddhism Expo 2026⚪⚫ 불교박람회에서 진행되는 관객 참여형 이벤트! 박람회 곳곳에서 즐기는 특별한 공(空)놀이⚽🏀 불박 코인을 모아 공 뽑기 & 공 수거 프로그램에 참여해보세요✨ [🪙 불박 코인 받는 5가지 방법 🪙] 1️⃣ 입장만 해도 코인 GET! 2️⃣ 현장 SNS 포토 이벤트 참여 3️⃣ 사전 SNS 이벤트 참여 4️⃣ 박람회 영수증 이벤트 참여 5️⃣ 불교박람회 SNS 팔로우 이벤트 참여 다양한 이벤트에 참여해 불박 코인을 모으고, 공 뽑기와 공 수거 프로그램까지 즐겨보세요…",https://www.instagram.com/p/DbCdrwXj4RH/,부산:1.0;부산 팝업:1.0;부산국제불교박람회:1.0;불교박람회:1.0;불교:1.0;종교 박람회:1.0;체험형 팝업:1.0;couple_score:0.3;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;여행/취미/여가:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,나인어코드 성수 팝업,2026-08-18 ~ 2026-08-31,전연령,"서울 성동구 연무장길 17 | 위도:37.5437359571, 경도:127.0514544762",,"내 얼굴에 맞는 아이웨어를 찾는 시간 👓 얼굴과 안경 사이의 조화와 균형을 고민하는 아이웨어 브랜드 NINE ACCORD(나인어코드)가 스토리칸 성수에서 2주간의 팝업을 진행합니다. 새로운 컬렉션과 AI 키오스크를 통해 얼굴형을 분석하고, 나에게 어울리는 아이웨어를 큐레이션받는 특별한 경험. 나인어코드만의 디자인 철학을 직접 경험할 수 있는 공간으로 여러분을 초대합니다. 😎",https://www.instagram.com/p/DcK4HLciZKb/?img_index=1,성수:1.0;성수 팝업:1.0;선글라스:1.0;아이웨어:1.0;아이웨어 팝업:1.0;패션:1.0;패션 팝업:1.0;안경 팝업:1.0;선글라스 브랜드:1.0;안경 브랜드:1.0;pick_count:24;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,코데즈컴바인 젤리샵 팝업,2026-07-23 ~ 2026-07-30,전연령,"서울 서초구 신반포로 176 | 위도:37.5045398785, 경도:127.004292011",,장마철 꿉꿉함은 가볍게 착용감은 시원하게 복원력과 탄성력이 뛰어난 젤리 공법에 퀵 드라이 메쉬 소재와 에어리 몰드를 더한 쿨 젤리 브라 ⠀ 통기성은 높이고 답답함은 줄여 노와이어의 편안함과 자연스러운 보정까지 한 번에 내 취향의 맛을 고르듯 내 사이즈의 취향 저격 이너웨어를 담는 곳 ⠀ 코데즈컴바인 젤리샵 팝업에서 만나보세요.🍬,https://www.instagram.com/reel/DbILsylzj5X/,강남:1.0;강남 팝업:1.0;강남/서초:1.0;신세계백화점 강남:1.0;코데즈컴바인:1.0;이너웨어:1.0;이너웨어 팝업:1.0;CODES COMBINE:1.0;패션:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:1;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;라이프스타일:1.0;의류:1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,STORY A 성수 : 뷰티서바이벌 살인사건,2026-07-28 ~ 2026-10-18,전연령,"서울 성동구 아차산로11길 7 | 위도:37.5445478114, 경도:127.0590422021",,"<STORY A 성수 : 뷰티서바이벌 살인사건> 아모레성수 7년의 여정을 마무리하는 마지막 뷰티 서바이벌 프로그램. 😄 파이널 매치가 끝난 직후, 우승자가 의문의 죽음을 맞았습니다. ☠️ 현장에는 저마다의 비밀을 숨긴 용의자들과 아직 밝혀지지 않은 진실만이 남았습니다. 이제 사건을 해결할 사람은 당신뿐입니다. 당신은 특별수사팀의 수사관이 되어 현장 곳곳의 단서를 수집하고, 거짓과 진실을 구분하며 사건의 전말을 밝혀내야 합니다. 과연 당신은 범인을 찾아낼 수 있을까요? 🕵️",https://popga.co.kr/popup/8203,성수:1.0;성수 팝업:1.0;아모레 성수:1.0;사전 예약:1.0;체험형 팝업:1.0;뷰티서바이벌 살인사건:1.0;STORY 성수:1.0;방탈출:1.0;라이프스타일:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:73;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;여행/취미/여가:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,찡냥 파자마파티 팝업,2026-08-15 ~ 2026-08-21,전연령,"서울 영등포구 영중로 15 | 위도:37.5172332567, 경도:126.9037159938",,샤이니 온유의 공식 캐릭터로 첫 번째 팝업을 진행합니다. 🥰 귀여운 파자마 컨셉으로 시작되는 팝업에 많은 관심 부탁드립니다. ✨,https://x.com/soundwave_korea/status/2081394107834900647,영등포:1.0;영등포 팝업:1.0;캐릭터:1.0;연예인:1.0;찡냥:1.0;온유:1.0;ONEW:1.0;JJING-NYANGPOPUP:1.0;온유 팝업:1.0;찡냥 팝업:1.0;영등포 타임스퀘어 팝업:1.0;couple_score:0.5;couple_signal_soft:1.0;pick_count:4;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;연예인/셀럽:1.0;캐릭터:1.0;연예인:1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,베스트하비 서머 페스타 2026,2026-08-28 ~ 2026-08-30,전연령,"서울 용산구 한강대로23길 55 | 위도:37.5289967717, 경도:126.9641819712",,"베스트하비 서머 페스타 2026 개최🎊 피규어부터 프라모델, 굿즈까지 최애와 함께 올여름 덕질 도파민 풀충전💖 다양한 즐길거리가 준비되어 있으니 올해도 많은 관심과 성원 부탁드립니다!",https://www.instagram.com/p/DbK_ytaPMXB/,용산:1.0;용산 팝업:1.0;캐릭터:1.0;굿즈:1.0;프라모델:1.0;프라모델 팝업:1.0;용산 아이파크몰:1.0;굿스마일컴퍼니:1.0;베스트하비:1.0;베하서머페스타:1.0;couple_score:0.8;couple_signal_soft:1.0;pick_count:11;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;라이프스타일:1.0;캐릭터:1.0;여행/취미/여가:1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,보니앤키예 팝업,2026-07-31 ~ 2026-08-02,전연령,"서울 용산구 이태원로45길 16 | 위도:37.5364131104, 경도:126.9986938589",,"보니앤키예(BONIENKIYE)는 2024년에 시작한 서울 기반의 디자이너 브랜드로, 핏과 디테일의 밀도를 조율해 익숙한 구조에 낯선 반전을 더하는 의류를 선보입니다. 🖤😎 이번 팝업에서는 다양한 혜택을 준비했으니 많은 관심 부탁드립니다. ✨",https://www.instagram.com/p/DbFhgifSzmr/,용산:1.0;용산 팝업:1.0;이태원:1.0;이태원 팝업:1.0;패션:1.0;bonienkiye:1.0;보니앤키예:1.0;보니앤키예 팝업:1.0;pick_count:1;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;의류:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,멜리언스 팝업,2026-07-24 ~ 2026-08-08,전연령,"서울 송파구 올림픽로 240 | 위도:37.5115869159, 경도:127.0965312435",,온라인에서만 만나볼 수 있었던 멜리언스가 롯데하이마트 잠실점에 팝업을 오픈했어요 ✨ 여름 필수 아이템을 오프라인에서 직접 만나보세요 🫶🏻,https://www.instagram.com/p/DbLDdofM38c,멜리언스:1.0;멜리언스 팝업:1.0;롯데하이마트 잠실점:1.0;롯데하이마트:1.0;잠실 팝업:1.0;뷰티:1.0;잠실:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:4;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,뷰티:1.0;뷰티소품/기기:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,부산교통공사 팝업,2026-07-17 ~ 2026-08-09,전연령,"부산 부산진구 가야대로 772 | 위도:35.1566790518, 경도:129.05644799",,"부산교통공사의 새로운 캐릭터 '부레이'와 '타비오'를 만나볼 수 있는 팝업스토어가 서면 롯데백화점에 오픈했어요 🚇 역명판 키링, 키캡 키링, 맥세이프 카드지갑, 스티커 등 다양한 굿즈와 함께 시크릿 썸머 콘셉트의 한정 MD를 만나보세요 🙌🏻",https://www.instagram.com/p/Da2EfgbExEP,부산:1.0;부산교통공사:1.0;부산교통공사 팝업:1.0;부레이:1.0;타비오:1.0;지하철:1.0;지하철 굿즈:1.0;롯데백화점 부산본점:1.0;서면:1.0;서면 팝업:1.0;부산 팝업:1.0;굿즈:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:1;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,문구/아트:1.0;문구:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,손오공 X 아트토이 팝업,2026-08-06 ~ 2026-08-18,전연령,"서울 영등포구 여의대로 108 | 위도:37.5261422273, 경도:126.9282082951",,손오공 아트토이가 함께하는 특별한 팝업 전시가 더현대 서울에 오픈해요 🎨 국내외 다양한 아트토이 작가들의 개성과 상상력이 담긴 작품을 한자리에서 만나볼 수 있어요 🫶🏻,https://www.instagram.com/p/DbFjiw6Tigg/,손오공:1.0;아트토이:1.0;손오공 팝업:1.0;아트토이 팝업:1.0;더현대 서울:1.0;여의도 팝업:1.0;전시:1.0;피규어:1.0;컬렉션:1.0;couple_score:1.1;couple_signal_soft:1.0;pick_count:7;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,문구/아트:1.0;예술/미술:1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,나가노 마켓  팝업,2026-07-31 ~ 2026-08-13,전연령,"대전 유성구 엑스포로 1 | 위도:36.375182779, 경도:127.381618612",,나가노마켓 팝업이 대전신세계 Art & Science에 찾아옵니다! ✨ 나가노 작가의 귀여운 캐릭터들을 다양한 공식 굿즈로 만나볼 수 있어요 🐻 다양한 캐릭터 MD를 둘러보고 나가노마켓만의 사랑스러운 분위기를 직접 경험해 보세요!,https://x.com/naganomkt_seoul/status/2080598582969958751,대전:1.0;나가노마켓:1.0;나가노마켓 팝업:1.0;nagano market:1.0;대전신세계:1.0;Art & Science:1.0;아트테라스:1.0;대전 팝업:1.0;굿즈:1.0;캐릭터:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:7;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;캐릭터:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,글렌피딕 X 애스턴마틴 F1 팝업,2026-08-06 ~ 2026-08-17,전연령,"서울 영등포구 여의대로 108 | 위도:37.5253428114, 경도:126.9285767266",,"글렌피딕과 애스턴마틴 F1 팀의 글로벌 파트너십을 기념하는 'BEYOND' 팝업이 더현대 서울에서 개최됩니다! 🏎️ 애스턴마틴 F1 레이싱카 전시와 함께 두 브랜드가 전하는 '보이는 것 너머의 가치'를 경험할 수 있으며, 다양한 테이스팅과 특별 이벤트도 만나볼 수 있어요 🥃 글렌피딕의 장인정신과 F1의 혁신을 한 공간에서 직접 느껴보세요 🙌🏻",https://popga.co.kr/popup/8194,글렌피딕:1.0;글렌피딕 팝업:1.0;애스턴마틴:1.0;애스턴마틴 F1:1.0;더현대 서울:1.0;여의도 팝업:1.0;위스키:1.0;F1:1.0;couple_score:1.2;couple_signal_soft:1.0;pick_count:12;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;라이프스타일:1.0;주류:1.0;스포츠/레저:1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,눈사람 눙눙이 팝업,2026-07-10 ~ 2026-07-31,전연령,"부산 부산진구 서면로 39 | 위도:35.1542063, 경도:129.0573211501",,대한민국에서 가장 유명한 눈사람을 꿈꾸는 '눙눙이'가 부산에 팝업을 오픈했어요 ⛄🏖️ KT&G 상상마당 부산에서 열리는 이번 팝업에서 여름 콘셉트의 눙눙이와 다양한 친구들을 만나보세요 🩵,https://www.instagram.com/p/Dao31zIGr9J,부산:1.0;눈사람 눙눙이:1.0;눙눙이:1.0;눙눙이 팝업:1.0;KT&G 상상마당 부산:1.0;디자인스퀘어:1.0;부산 팝업:1.0;굿즈:1.0;couple_score:0.2;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;캐릭터:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,우소우소짱 팝업,2026-08-13 ~ 2026-08-23,전연령,"서울 영등포구 영중로 15 | 위도:37.5170064469, 경도:126.9034617759",,"귀여운 캐릭터 우소우소짱이 영등포 타임스퀘어에서 팝업스토어를 오픈합니다! 🤎 포토존과 대형 우소우소짱 피규어, 가챠존 등 다양한 체험 콘텐츠는 물론, 40종 이상의 팝업 한정 MD도 만나볼 수 있어요 🏠 우소우소짱의 귀여운 매력을 직접 느끼고 한정 굿즈도 함께 만나보세요! 🙌🏻",https://www.instagram.com/p/DbIPY03Ad-8,영등포:1.0;우소우소짱:1.0;우소우소짱 팝업:1.0;타임스퀘어:1.0;뉴웨이브:1.0;영등포 팝업:1.0;굿즈:1.0;couple_score:0.8;couple_signal_soft:1.0;pick_count:19;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;캐릭터:1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,명조: 워더링 웨이브 팝업 - 숲속에서,2026-07-06 ~ 2026-07-09,전연령,"서울 용산구 청파로 74 | 위도:37.5327792915, 경도:126.958998392",,명조: 워더링 웨이브의 '숲속에서' 시리즈 팝업이 용산 전자랜드 G:ET PLAY에 오픈합니다 🌱 귀여운 『숲속에서』 시리즈 공식 굿즈와 새롭게 입고되는 명조 굿즈를 한자리에서 만나보세요 🫶🏻,https://x.com/getplay_info/status/2080958810236342575,명조: 워더링 웨이브:1.0;명조 팝업:1.0;워더링 웨이브:1.0;숲속에서:1.0;G:ET PLAY:1.0;전자랜드:1.0;용산 팝업:1.0;굿즈:1.0;게임:1.0;용산:1.0;couple_score:0.3;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,엔터테인먼트:1.0;게임:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,기븐 전시,2026-08-29 ~ 2026-09-27,전연령,"서울 마포구 양화로 188 | 위도:37.557820263, 경도:126.9264095244",,인기 BL 작품 『기븐』의 전시 「기븐展 -given exhibition- ENCORE in Seoul」이 Pop Up Shop으로 Space Galleria 서울 홍대에 오픈합니다 🎸 ✨,https://x.com/SpaceGalleriaKR/status/2080216352942625183,홍대:1.0;기븐:1.0;기븐 팝업:1.0;given:1.0;Given:1.0;기븐展:1.0;Space Galleria:1.0;스페이스 갤러리아:1.0;AK PLAZA 홍대:1.0;홍대 팝업:1.0;굿즈:1.0;홍대/신촌:1.0;애니메이션:1.0;couple_score:0.5;couple_signal_soft:1.0;pick_count:25;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;애니메이션/웹툰:1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,하이큐!! X 애니메이트 카페 콜라보 카페,2026-08-05 ~ 2026-08-30,전연령,"부산 부산진구 중앙대로 672 | 위도:35.1527998978, 경도:129.0596091287",,인기 배구 애니메이션 『하이큐!!』가 애니메이트 카페 부산점에 콜라보 카페를 오픈해요 🏐 귀여운 SD 일러스트를 활용한 특별한 콜라보 메뉴와 다양한 오리지널 굿즈를 한자리에서 만나보세요 🧡,https://x.com/animatecafe_kor/status/2080579868102930766,부산:1.0;하이큐:1.0;하이큐 팝업:1.0;하이큐 카페:1.0;애니메이트카페:1.0;애니메이트 카페:1.0;삼정타워:1.0;부산 팝업:1.0;굿즈:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:4;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;캐릭터:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,하이큐!! X 애니메이트 카페 콜라보 카페,2026-08-05 ~ 2026-08-30,전연령,"서울 마포구 양화로 188 | 위도:37.5578292748, 경도:126.926412345",,인기 배구 애니메이션 『하이큐!!』가 애니메이트 카페 홍대점에서 기간 한정 콜라보 카페를 오픈해요 🏐 귀여운 SD 일러스트를 활용한 특별한 콜라보 메뉴와 다양한 오리지널 굿즈를 한자리에서 만나보세요 🧡,https://x.com/animatecafe_kor/status/2080579868102930766,홍대:1.0;하이큐:1.0;하이큐 팝업:1.0;하이큐 카페:1.0;애니메이트카페:1.0;애니메이트 카페:1.0;AK PLAZA 홍대:1.0;홍대 팝업:1.0;굿즈:1.0;couple_score:0.5;couple_signal_soft:1.0;pick_count:43;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;캐릭터:1.0;실내 팝업:1.0;popup:1.0,,
